experiment_profile,profile_name,source_mode,use_fault_injection,random_seed,max_scenarios,total_scenarios,avg_digital_twin_ms,avg_fault_ms,avg_reliability_ms,avg_fusion_ms,avg_hazard_ms,avg_total_ms,mean_confidence,mean_risk_score,hazard_count,process_rss_before_mb,process_rss_after_mb,process_cpu_before_percent,process_cpu_after_percent,system_cpu_before_percent,system_cpu_after_percent,system_memory_before_percent,system_memory_after_percent,cgroup_cpu_quota_cores,cgroup_cpuset_cores,cgroup_memory_limit_gb,wall_elapsed_s,throughput_sps,filters,original_scenarios,available_after_filter,loaded_for_experiment,filtered_out,filter_ratio,mean_water_depth,mean_ntu,mean_true_depth
complex_environment,complex_environment,dataset,True,42,30000,11179,0.0,0.8219320775535475,0.6731781694185733,1.5812079271894393,0.11171984444237003,3.18803801860393,0.48383646211646814,38.99745952231861,4033,105.03125,129.73828125,0.0,55.3,0.0,1.8,11.8,12.1,4.0,4,4.0,333.3076881449997,33.53958038656693,"{""scene_complexity_min"": 0.15}",30000,11179,11179,18821,0.3726333333333333,3.5611852580731727,197.49436532784682,11.05087843277574
