experiment_profile,profile_name,source_mode,use_fault_injection,random_seed,max_scenarios,total_scenarios,avg_digital_twin_ms,avg_fault_ms,avg_reliability_ms,avg_fusion_ms,avg_hazard_ms,avg_total_ms,mean_confidence,mean_risk_score,hazard_count,process_rss_before_mb,process_rss_after_mb,process_cpu_before_percent,process_cpu_after_percent,system_cpu_before_percent,system_cpu_after_percent,system_memory_before_percent,system_memory_after_percent,cgroup_cpu_quota_cores,cgroup_cpuset_cores,cgroup_memory_limit_gb,wall_elapsed_s,throughput_sps,filters,original_scenarios,available_after_filter,loaded_for_experiment,filtered_out,filter_ratio,mean_water_depth,mean_ntu,mean_true_depth
compound_fault,compound_fault,dataset,True,42,30000,30000,0.0,0.6041885293723074,0.6694852662189078,1.5620197322768945,0.11038664464467729,2.946080172512787,0.4933790596666642,53.82022333333353,20265,132.69921875,176.17578125,0.0,51.3,0.0,4.8,12.2,12.9,4.0,4,4.0,840.0066461470014,35.714003142244174,{},30000,30000,30000,0,1.0,1.335238,130.14016966666665,11.007917333333333
