total_dataset_samples,experiments,calibration_samples,evaluation_samples,calibration_fraction,calibration_random_seed,calibrated_fixed_sigma_lidar_cm,calibrated_fixed_sigma_ultrasonic_cm,calibrated_fixed_sigma_radar_cm,baseline_single_rmse_cm,baseline_oracle_best_single_rmse_cm,baseline_fixed_rmse_cm,baseline_adaptive_rmse_cm,mean_single_rmse_cm,mean_oracle_best_single_rmse_cm,mean_fixed_rmse_cm,mean_adaptive_rmse_cm,mean_single_failure_rate_%,mean_adaptive_gain_%,mean_adaptive_gain_vs_single_%,mean_adaptive_win_rate_%,mean_fixed_confidence,mean_adaptive_confidence,mean_fixed_entropy,mean_adaptive_entropy,mean_fixed_variance,mean_adaptive_variance,mean_fixed_hazard_probability,mean_adaptive_hazard_probability,mean_fixed_ci_width,mean_adaptive_ci_width,mean_weight_lidar,mean_weight_ultrasonic,mean_weight_radar,mean_sigma_lidar,mean_sigma_ultrasonic,mean_sigma_radar,mean_fixed_hazard_rate_%,mean_adaptive_hazard_rate_%,max_fixed_degradation_%,max_adaptive_degradation_%,max_oracle_best_single_degradation_%,baseline_scene_complexity,baseline_sensor_agreement,baseline_measurement_spread,baseline_reliability_spread,baseline_effective_sensor_count,mean_context_difficulty,mean_adaptation_gate,mean_measurement_consistency,mean_active_sensor_count,mean_weight_entropy,reference_depth_source
30000,10,6000,24000,0.2,42,0.85,0.75,0.6,0.575783,0.119585,0.30901,0.188821,0.577502,0.384403,1.230789,0.778932,13.89375,36.5818,-35.0965,51.34875,0.825476,0.792616,3.401789,3.660762,0.999901,0.99816,0.584675,0.588398,3.064407,3.800746,0.290322,0.342635,0.367043,1.45786,1.290025,1.054062,50.152917,48.033333,1004.812527,1543.365589,1310.255475,0.147229,0.73964,0.27465,0.161509,2.939405,0.251997,0.257525,0.726353,2.760646,0.93677,true_depth
