samples,avg_R_lidar,avg_R_ultrasonic,avg_R_radar,avg_R_imu,avg_R_water,std_R_lidar,std_R_ultrasonic,std_R_radar,median_R_lidar,median_R_ultrasonic,median_R_radar,min_R_lidar,min_R_ultrasonic,min_R_radar,max_R_lidar,max_R_ultrasonic,max_R_radar,p05_R_lidar,p05_R_ultrasonic,p05_R_radar,p95_R_lidar,p95_R_ultrasonic,p95_R_radar,avg_scene_complexity,avg_severity_level,avg_measurement_spread,avg_measurement_consistency,avg_water_context_depth_proxy,water_context_proxy_mae,water_context_proxy_rmse,water_context_proxy_bias,avg_reliability_spread,avg_reliability_entropy,avg_W_lidar,avg_W_ultrasonic,avg_W_radar,std_W_lidar,std_W_ultrasonic,std_W_radar,avg_fusion_entropy,avg_effective_sensor_count,avg_dominance_ratio,avg_fusion_confidence,fusion_mae,fusion_rmse,equal_fusion_mae,equal_fusion_rmse,oracle_mae,dom_lidar_count,dom_ultrasonic_count,dom_radar_count
30000,0.681698,0.742694,0.836445,0.795136,0.960853,0.204884,0.185354,0.101366,0.767424,0.88,0.901021,0.228396,0.323235,0.302954,0.945924,0.88,0.924878,0.335297,0.431729,0.645561,0.918282,0.88,0.918298,0.147441,2.3178,0.425093,0.967922,3.405271,2.076499,3.584755,2.070033,0.161618,1.088048,0.291075,0.323515,0.38541,0.037512,0.02323,0.048175,1.08551,2.925211,1.27639,0.861985,0.196142,0.306281,0.220809,0.354486,0.080466,1459,133,28408
