samples,avg_lidar_error,avg_ultrasonic_error,avg_radar_error,avg_R_lidar,avg_R_ultrasonic,avg_R_radar,avg_R_imu,avg_R_water,avg_water_depth,avg_ntu,avg_snr,avg_surface_echo,max_water_depth,max_ntu
10000,0.26105,-2.5045029999999997,0.074905,0.4987093999999999,0.517732,0.7536702999999999,0.9639968999999999,0.9416960000000001,6.1862,175.168021,22.57656,0.306384,20,500.0
