experiment_profile,profile_name,source_mode,use_fault_injection,random_seed,max_scenarios,total_scenarios,avg_digital_twin_ms,avg_fault_ms,avg_reliability_ms,avg_fusion_ms,avg_hazard_ms,avg_total_ms,mean_confidence,mean_risk_score,hazard_count,process_rss_before_mb,process_rss_after_mb,process_cpu_before_percent,process_cpu_after_percent,system_cpu_before_percent,system_cpu_after_percent,system_memory_before_percent,system_memory_after_percent,cgroup_cpu_quota_cores,cgroup_cpuset_cores,cgroup_memory_limit_gb,wall_elapsed_s,throughput_sps,filters,original_scenarios,available_after_filter,loaded_for_experiment,filtered_out,filter_ratio,mean_water_depth,mean_ntu,mean_true_depth
baseline_registry,baseline_registry,registry,True,42,30000,30000,0.28795449069427076,0.10288639809671925,0.744159214224237,1.6039016712749798,0.1091557763278009,2.848057550618008,0.5067944696666622,42.73632566666639,14314,82.546875,103.7578125,0.0,30.1,0.0,1.9,11.5,11.8,4.0,4,4.0,1016.3209518060012,29.518234320260774,{},30000,30000,30000,0,1.0,1.335238,130.146934,11.007917333333333
