experiment_profile,profile_name,source_mode,use_fault_injection,random_seed,max_scenarios,total_scenarios,avg_digital_twin_ms,avg_fault_ms,avg_reliability_ms,avg_fusion_ms,avg_hazard_ms,avg_total_ms,mean_confidence,mean_risk_score,hazard_count,process_rss_before_mb,process_rss_after_mb,process_cpu_before_percent,process_cpu_after_percent,system_cpu_before_percent,system_cpu_after_percent,system_memory_before_percent,system_memory_after_percent,cgroup_cpu_quota_cores,cgroup_cpuset_cores,cgroup_memory_limit_gb,wall_elapsed_s,throughput_sps,filters,original_scenarios,available_after_filter,loaded_for_experiment,filtered_out,filter_ratio,mean_water_depth,mean_ntu,mean_true_depth
muddy_water,muddy_water,dataset,True,42,30000,11005,0.0,0.67669531303812,0.672260310758755,1.5869247260439763,0.1094925590209234,3.0453729088617747,0.4878975165833746,42.9403562017264,5023,104.89453125,128.93359375,0.0,29.8,0.0,1.9,11.9,12.2,4.0,4,4.0,310.42807834199994,35.4510457262044,"{""ntu_min"": 140.0}",30000,11005,11005,18995,0.36683333333333334,2.68157201272149,231.38676510676967,11.022714220808723
