samples_total,calibration_samples,evaluation_samples_available,evaluation_samples,calibration_fraction,fixed_sigma_lidar,fixed_sigma_ultrasonic,fixed_sigma_radar,calibration_rms_lidar,calibration_count_lidar,calibration_rms_ultrasonic,calibration_count_ultrasonic,calibration_rms_radar,calibration_count_radar,calibration_mean_depth,calibration_std_depth,rmse_single_sensor,rmse_best_single_sensor_oracle,rmse_fixed_fusion_map,rmse_adaptive_fusion_map,rmse_fixed_fusion_mean,rmse_adaptive_fusion_mean,rmse_gain_map_percent,rmse_gain_mean_percent,avg_single_mae,avg_best_single_mae_oracle,avg_fixed_mae,avg_adaptive_mae,avg_fixed_mean_mae,avg_adaptive_mean_mae,adaptive_win_rate_map,adaptive_win_rate_mean,paired_mean_abs_error_difference_map,paired_mean_abs_error_difference_map_ci95_low,paired_mean_abs_error_difference_map_ci95_high,paired_mean_abs_error_difference_mean,paired_mean_abs_error_difference_mean_ci95_low,paired_mean_abs_error_difference_mean_ci95_high,avg_fixed_confidence,avg_adaptive_confidence,std_adaptive_confidence,avg_fixed_entropy,avg_adaptive_entropy,std_adaptive_entropy,avg_fixed_variance,avg_adaptive_variance,avg_fixed_ci_width_95,avg_adaptive_ci_width_95,fixed_ci_coverage_95,adaptive_ci_coverage_95,avg_fixed_nll,avg_adaptive_nll,avg_fixed_crps,avg_adaptive_crps,avg_fixed_posterior_peak,avg_adaptive_posterior_peak,avg_adaptive_w_lidar,avg_adaptive_w_ultra,avg_adaptive_w_radar,avg_adaptive_sigma_lidar,avg_adaptive_sigma_ultra,avg_adaptive_sigma_radar,corr_confidence_mae,corr_entropy_mae,corr_ciwidth_mae,corr_variance_mae,corr_hazard_depth,corr_hazard_mae,avg_hazard_probability,hazard_brier_score,hazard_accuracy_at_0.80,hazards_detected,hazard_rate_percent,caution_flags,caution_rate_percent,safe_cases,safe_rate_percent,mean_entropy_score,std_entropy_score,mean_peak_score,std_peak_score,mean_interval_score,std_interval_score,mean_variance_score,std_variance_score,avg_true_depth,avg_scene_complexity,avg_sensor_agreement,avg_measurement_spread,avg_reliability_spread,avg_water_context_proxy,best_single_lidar_count,best_single_ultrasonic_count,best_single_radar_count,avg_context_difficulty,avg_adaptation_gate,avg_effective_sensor_count,avg_dominance_ratio,avg_weight_entropy,avg_measurement_consistency,adaptive_failures_evaluation,fixed_failures_evaluation,adaptive_failures_total,fixed_failures_total,observable_water_context_available_rate,observable_ntu_available_rate
30000,5892,24108,24108,0.1964,0.85,0.934106,0.6,0.577888,5892,0.934106,5892,0.197016,5892,11.048427,3.480209,0.572271,0.120487,0.25734,0.19729,0.255563,0.195323,23.335118,23.571579,0.411854,0.080803,0.173217,0.131444,0.171103,0.129041,0.336735,0.60623,-0.041774,-0.043437,-0.040156,-0.042062,-0.043679,-0.040503,0.831336,0.829373,0.003064,3.400182,3.426281,0.040171,0.529402,0.559662,2.849139,2.927859,0.998839,0.999627,0.664006,0.659379,0.206214,0.194394,0.05497,0.053598,0.273356,0.325824,0.40082,0.936949,1.002279,0.631331,-0.373046,0.368167,0.362448,0.39475,0.86857,0.03559,0.590892,0.022448,0.927825,12281,50.941596,2160,8.959681,9667,40.098722,0.399297,0.007043,1.0,0.0,0.902404,0.00431,0.992538,0.000646,10.998017,0.148073,0.952069,0.275381,0.162026,3.43545,3538,8339,12231,0.148521,0.141084,2.806973,1.497656,1.060481,0.764413,0,0,0,0,1.0,1.0
