experiment_profile,profile_name,source_mode,use_fault_injection,random_seed,max_scenarios,total_scenarios,avg_digital_twin_ms,avg_fault_ms,avg_reliability_ms,avg_fusion_ms,avg_hazard_ms,avg_total_ms,mean_confidence,mean_risk_score,hazard_count,process_rss_before_mb,process_rss_after_mb,process_cpu_before_percent,process_cpu_after_percent,system_cpu_before_percent,system_cpu_after_percent,system_memory_before_percent,system_memory_after_percent,cgroup_cpu_quota_cores,cgroup_cpuset_cores,cgroup_memory_limit_gb,wall_elapsed_s,throughput_sps,filters,original_scenarios,available_after_filter,loaded_for_experiment,filtered_out,filter_ratio,mean_water_depth,mean_ntu,mean_true_depth
uncertainty_analysis,uncertainty_analysis,dataset,True,42,30000,30000,0.0,0.7179316570213511,0.6748859767347313,1.588337050267243,0.11028653433883544,3.091441218362161,0.5003300749999978,42.16656633333292,14044,97.28515625,179.61328125,0.0,23.2,0.0,2.9,11.8,12.8,4.0,4,4.0,848.1445196409986,35.37133036324795,"{""true_depth_min"": 10.0}",30000,30000,30000,0,1.0,1.335238,130.14016966666665,11.007917333333333
